Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Outcome,Home_Attack,Home_Defense,Away_Defense,Away_Attack,Home_Exp_Goals,Away_Exp_Goals,Power_Diff
2025-26,Enyimba,Kano Pillars,2,0,Home Win,1.55,0.57,1.73,0.67,1.64,0.62,1.02
2025-26,Enyimba,Nasarawa United,0,0,Draw,1.55,0.57,1.55,0.67,1.55,0.62,0.93
2025-26,Enyimba,Niger Tornadoes,1,0,Home Win,1.55,0.57,1.49,0.63,1.52,0.6,0.92
2025-26,Enyimba,Rivers United,0,0,Draw,1.55,0.57,1.15,0.7,1.35,0.64,0.72
2025-26,Enyimba,Warri Wolves,1,2,Away Win,1.55,0.57,0.86,0.86,1.21,0.71,0.49
2025-26,Enyimba,Wikki Tourists,0,1,Away Win,1.55,0.57,1.5,0.5,1.53,0.53,0.99
2025-26,Ikorodu City,Abia Warriors,1,0,Home Win,2.19,0.74,1.72,0.8,1.95,0.77,1.18
2025-26,Ikorodu City,Barau,2,0,Home Win,2.19,0.74,1.71,0.57,1.95,0.66,1.29
2025-26,Ikorodu City,Bendel Insurance,1,0,Home Win,2.19,0.74,1.11,0.61,1.65,0.68,0.97
2025-26,Ikorodu City,El-Kanemi Warriors,0,0,Draw,2.19,0.74,1.75,0.47,1.97,0.61,1.36
2025-26,Ikorodu City,Enyimba,1,1,Draw,2.19,0.74,1.19,0.66,1.69,0.7,0.99
2025-26,Ikorodu City,Kun Khalifat,2,0,Home Win,2.19,0.74,1.29,0.71,1.74,0.73,1.01
2025-26,Ikorodu City,Nasarawa United,2,0,Home Win,2.19,0.74,1.55,0.67,1.87,0.71,1.16
2025-26,Ikorodu City,Plateau United,2,1,Home Win,2.19,0.74,1.55,0.81,1.87,0.78,1.09
2025-26,Kano Pillars,Bayelsa United,0,0,Draw,1.44,0.58,1.37,0.61,1.4,0.59,0.81
2025-26,Kano Pillars,Enugu Rangers,1,0,Home Win,1.44,0.58,1.12,0.68,1.28,0.63,0.65
2025-26,Kano Pillars,Ikorodu City,2,1,Home Win,1.44,0.58,1.35,0.73,1.39,0.65,0.74
2025-26,Kano Pillars,Kwara United,1,0,Home Win,1.44,0.58,1.59,0.59,1.52,0.59,0.93
2025-26,Kano Pillars,Niger Tornadoes,0,2,Away Win,1.44,0.58,1.49,0.63,1.47,0.6,0.86
2025-26,Kano Pillars,Shooting Stars,1,1,Draw,1.44,0.58,1.52,0.64,1.48,0.61,0.87
2025-26,Kano Pillars,Wikki Tourists,1,1,Draw,1.44,0.58,1.5,0.5,1.47,0.54,0.93
2025-26,Katsina United,Barau,1,1,Draw,1.59,0.58,1.71,0.57,1.65,0.57,1.08
2025-26,Katsina United,El-Kanemi Warriors,1,0,Home Win,1.59,0.58,1.75,0.47,1.67,0.53,1.15
2025-26,Katsina United,Enyimba,3,2,Home Win,1.59,0.58,1.19,0.66,1.39,0.62,0.77
2025-26,Katsina United,Kano Pillars,1,0,Home Win,1.59,0.58,1.73,0.67,1.66,0.62,1.04
2025-26,Katsina United,Remo Stars,3,1,Home Win,1.59,0.58,1.38,0.75,1.49,0.67,0.82
2025-26,Katsina United,Warri Wolves,0,1,Away Win,1.59,0.58,0.86,0.86,1.23,0.72,0.51
2025-26,Katsina United,Wikki Tourists,1,0,Home Win,1.59,0.58,1.5,0.5,1.55,0.54,1.01
2025-26,Kun Khalifat,Barau,1,3,Away Win,1.25,1.12,1.71,0.57,1.48,0.85,0.63
2025-26,Kun Khalifat,Bendel Insurance,1,1,Draw,1.25,1.12,1.11,0.61,1.18,0.87,0.31
2025-26,Kun Khalifat,El-Kanemi Warriors,3,1,Home Win,1.25,1.12,1.75,0.47,1.5,0.8,0.7
2025-26,Kun Khalifat,Enyimba,1,0,Home Win,1.25,1.12,1.19,0.66,1.22,0.89,0.33
2025-26,Kun Khalifat,Nasarawa United,1,1,Draw,1.25,1.12,1.55,0.67,1.4,0.9,0.5
2025-26,Kun Khalifat,Plateau United,2,0,Home Win,1.25,1.12,1.55,0.81,1.4,0.97,0.43
2025-26,Kun Khalifat,Remo Stars,1,2,Away Win,1.25,1.12,1.38,0.75,1.32,0.94,0.38
2025-26,Kun Khalifat,Rivers United,0,1,Away Win,1.25,1.12,1.15,0.7,1.2,0.91,0.29
2025-26,Kwara United,Abia Warriors,0,1,Away Win,1.36,0.47,1.72,0.8,1.54,0.63,0.9
2025-26,Kwara United,Ikorodu City,0,0,Draw,1.36,0.47,1.35,0.73,1.35,0.6,0.75
2025-26,Kwara United,Katsina United,1,0,Home Win,1.36,0.47,1.46,0.28,1.41,0.37,1.04
2025-26,Kwara United,Kun Khalifat,2,0,Home Win,1.36,0.47,1.29,0.71,1.32,0.59,0.73
2025-26,Kwara United,Plateau United,2,1,Home Win,1.36,0.47,1.55,0.81,1.46,0.64,0.82
2025-26,Kwara United,Remo Stars,3,1,Home Win,1.36,0.47,1.38,0.75,1.37,0.61,0.76
2025-26,Kwara United,Shooting Stars,0,0,Draw,1.36,0.47,1.52,0.64,1.44,0.55,0.88
2025-26,Nasarawa United,Abia Warriors,1,0,Home Win,1.41,0.69,1.72,0.8,1.56,0.74,0.82
2025-26,Nasarawa United,El-Kanemi Warriors,3,0,Home Win,1.41,0.69,1.75,0.47,1.58,0.58,1.0
2025-26,Nasarawa United,Enugu Rangers,2,1,Home Win,1.41,0.69,1.12,0.68,1.26,0.68,0.58
2025-26,Nasarawa United,Katsina United,2,0,Home Win,1.41,0.69,1.46,0.28,1.43,0.48,0.95
2025-26,Nasarawa United,Kwara United,1,1,Draw,1.41,0.69,1.59,0.59,1.5,0.64,0.86
2025-26,Nasarawa United,Remo Stars,2,1,Home Win,1.41,0.69,1.38,0.75,1.4,0.72,0.68
2025-26,Nasarawa United,Wikki Tourists,1,0,Home Win,1.41,0.69,1.5,0.5,1.45,0.59,0.86
2025-26,Niger Tornadoes,Abia Warriors,1,2,Away Win,1.32,0.58,1.72,0.8,1.52,0.69,0.83
2025-26,Niger Tornadoes,Bayelsa United,1,0,Home Win,1.32,0.58,1.37,0.61,1.35,0.6,0.75
2025-26,Niger Tornadoes,Ikorodu City,4,2,Home Win,1.32,0.58,1.35,0.73,1.34,0.66,0.68
2025-26,Niger Tornadoes,Katsina United,2,0,Home Win,1.32,0.58,1.46,0.28,1.39,0.43,0.96
2025-26,Niger Tornadoes,Kun Khalifat,1,1,Draw,1.32,0.58,1.29,0.71,1.31,0.65,0.66
2025-26,Niger Tornadoes,Nasarawa United,1,0,Home Win,1.32,0.58,1.55,0.67,1.43,0.63,0.81
2025-26,Niger Tornadoes,Plateau United,4,0,Home Win,1.32,0.58,1.55,0.81,1.44,0.7,0.74
2025-26,Niger Tornadoes,Remo Stars,1,0,Home Win,1.32,0.58,1.38,0.75,1.35,0.67,0.69
2025-26,Plateau United,Barau,2,0,Home Win,1.78,0.49,1.71,0.57,1.75,0.53,1.22
2025-26,Plateau United,Bendel Insurance,1,0,Home Win,1.78,0.49,1.11,0.61,1.44,0.55,0.9
2025-26,Plateau United,El-Kanemi Warriors,1,0,Home Win,1.78,0.49,1.75,0.47,1.76,0.48,1.28
2025-26,Plateau United,Enyimba,2,1,Home Win,1.78,0.49,1.19,0.66,1.48,0.57,0.91
2025-26,Plateau United,Katsina United,1,2,Away Win,1.78,0.49,1.46,0.28,1.62,0.38,1.24
2025-26,Plateau United,Remo Stars,2,0,Home Win,1.78,0.49,1.38,0.75,1.58,0.62,0.96
2025-26,Remo Stars,Barau,2,0,Home Win,1.71,0.36,1.71,0.57,1.71,0.46,1.25
2025-26,Remo Stars,El-Kanemi Warriors,2,1,Home Win,1.71,0.36,1.75,0.47,1.73,0.41,1.32
2025-26,Remo Stars,Enugu Rangers,0,1,Away Win,1.71,0.36,1.12,0.68,1.42,0.52,0.9
2025-26,Remo Stars,Kano Pillars,1,0,Home Win,1.71,0.36,1.73,0.67,1.72,0.51,1.21
2025-26,Remo Stars,Rivers United,1,1,Draw,1.71,0.36,1.15,0.7,1.43,0.53,0.9
2025-26,Remo Stars,Warri Wolves,1,0,Home Win,1.71,0.36,0.86,0.86,1.28,0.61,0.68
2025-26,Remo Stars,Wikki Tourists,2,0,Home Win,1.71,0.36,1.5,0.5,1.61,0.43,1.18
2025-26,Rivers United,Bayelsa United,1,2,Away Win,1.74,0.44,1.37,0.61,1.56,0.52,1.03
2025-26,Rivers United,Ikorodu City,0,0,Draw,1.74,0.44,1.35,0.73,1.54,0.58,0.96
2025-26,Rivers United,Kwara United,1,0,Home Win,1.74,0.44,1.59,0.59,1.67,0.52,1.15
2025-26,Rivers United,Nasarawa United,1,0,Home Win,1.74,0.44,1.55,0.67,1.64,0.56,1.09
2025-26,Rivers United,Niger Tornadoes,1,0,Home Win,1.74,0.44,1.49,0.63,1.62,0.53,1.08
2025-26,Rivers United,Shooting Stars,1,0,Home Win,1.74,0.44,1.52,0.64,1.63,0.54,1.09
2025-26,Rivers United,Warri Wolves,2,1,Home Win,1.74,0.44,0.86,0.86,1.3,0.65,0.65
2025-26,Shooting Stars,Abia Warriors,2,0,Home Win,1.52,0.51,1.72,0.8,1.62,0.65,0.97
2025-26,Shooting Stars,Bayelsa United,0,1,Away Win,1.52,0.51,1.37,0.61,1.45,0.56,0.89
2025-26,Shooting Stars,El-Kanemi Warriors,1,0,Home Win,1.52,0.51,1.75,0.47,1.64,0.49,1.15
2025-26,Shooting Stars,Ikorodu City,1,1,Draw,1.52,0.51,1.35,0.73,1.43,0.62,0.81
2025-26,Shooting Stars,Katsina United,1,1,Draw,1.52,0.51,1.46,0.28,1.49,0.39,1.1
2025-26,Shooting Stars,Kun Khalifat,2,1,Home Win,1.52,0.51,1.29,0.71,1.4,0.61,0.79
2025-26,Shooting Stars,Plateau United,1,0,Home Win,1.52,0.51,1.55,0.81,1.54,0.66,0.88
2025-26,Warri Wolves,Bayelsa United,2,0,Home Win,1.0,0.75,1.37,0.61,1.19,0.68,0.5
2025-26,Warri Wolves,Enugu Rangers,2,0,Home Win,1.0,0.75,1.12,0.68,1.06,0.71,0.35
2025-26,Warri Wolves,Ikorodu City,0,2,Away Win,1.0,0.75,1.35,0.73,1.17,0.74,0.43
2025-26,Warri Wolves,Kun Khalifat,1,1,Draw,1.0,0.75,1.29,0.71,1.14,0.73,0.41
2025-26,Warri Wolves,Kwara United,0,0,Draw,1.0,0.75,1.59,0.59,1.3,0.67,0.62
2025-26,Warri Wolves,Nasarawa United,1,0,Home Win,1.0,0.75,1.55,0.67,1.27,0.71,0.56
2025-26,Warri Wolves,Niger Tornadoes,1,1,Draw,1.0,0.75,1.49,0.63,1.25,0.69,0.56
2025-26,Warri Wolves,Shooting Stars,1,2,Away Win,1.0,0.75,1.52,0.64,1.26,0.7,0.56
2025-26,Wikki Tourists,Abia Warriors,1,0,Home Win,1.31,0.51,1.72,0.8,1.52,0.66,0.86
2025-26,Wikki Tourists,Bayelsa United,1,1,Draw,1.31,0.51,1.37,0.61,1.34,0.56,0.78
2025-26,Wikki Tourists,Enugu Rangers,2,2,Draw,1.31,0.51,1.12,0.68,1.22,0.59,0.62
2025-26,Wikki Tourists,Kwara United,1,1,Draw,1.31,0.51,1.59,0.59,1.45,0.55,0.9
2025-26,Wikki Tourists,Niger Tornadoes,1,0,Home Win,1.31,0.51,1.49,0.63,1.4,0.57,0.83
2025-26,Wikki Tourists,Plateau United,1,0,Home Win,1.31,0.51,1.55,0.81,1.43,0.66,0.77
2025-26,Wikki Tourists,Shooting Stars,2,0,Home Win,1.31,0.51,1.52,0.64,1.42,0.58,0.84
